         1510453 function calls (1509059 primitive calls) in 22.541 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      256    0.001    0.000    0.001    0.000 {method 'round' of 'numpy.ndarray' objects}
     7120    0.005    0.000    0.005    0.000 {method 'rstrip' of 'str' objects}
    40345    0.059    0.000    0.059    0.000 {method 'select' of 'torch._C.LongTensorBase' objects}
       32    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      256    0.000    0.000    0.000    0.000 {method 'size' of 'torch._C.DoubleTensorBase' objects}
    11928    0.008    0.000    0.008    0.000 {method 'size' of 'torch._C.LongTensorBase' objects}
       12    0.008    0.001    0.008    0.001 {method 'sort' of 'list' objects}
     7607    0.008    0.000    0.008    0.000 {method 'split' of 'str' objects}
     9210    0.008    0.000    0.008    0.000 {method 'startswith' of 'str' objects}
    11594    0.009    0.000    0.009    0.000 {method 'strip' of 'str' objects}
      256    0.003    0.000    0.003    0.000 {method 'sub' of 'torch._C.FloatTensorBase' objects}
      147    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      256    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
       17    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
    26588    0.021    0.000    0.021    0.000 {min}
      271    0.000    0.000    0.000    0.000 {numpy.core.multiarray.add_docstring}
    12222    0.079    0.000    0.079    0.000 {numpy.core.multiarray.array}
       21    0.000    0.000    0.000    0.000 {numpy.core.multiarray.empty}
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_typeDict}
      256    0.001    0.000    0.001    0.000 {numpy.core.multiarray.zeros}
        6    0.000    0.000    0.000    0.000 {numpy.core.umath.geterrobj}
        3    0.000    0.000    0.000    0.000 {numpy.core.umath.seterrobj}
       13    0.000    0.000    0.000    0.000 {open}
      631    0.000    0.000    0.000    0.000 {ord}
        1    0.000    0.000    0.000    0.000 {posix.getcwd}
        2    0.000    0.000    0.000    0.000 {posix.getpid}
       10    0.009    0.001    0.009    0.001 {posix.listdir}
        2    0.000    0.000    0.000    0.000 {posix.putenv}
       32    0.000    0.000    0.000    0.000 {posix.stat}
        1    0.000    0.000    0.000    0.000 {posix.sysconf}
        2    0.000    0.000    0.000    0.000 {posix.unsetenv}
        2    0.000    0.000    0.000    0.000 {posix.urandom}
   104702    0.090    0.000    0.090    0.000 {range}
       68    0.000    0.000    0.000    0.000 {repr}
      256    0.011    0.000    0.011    0.000 {resize}
      159    0.000    0.000    0.000    0.000 {setattr}
        1    0.000    0.000    0.000    0.000 {sorted}
       27    0.000    0.000    0.000    0.000 {sys._getframe}
        2    0.000    0.000    0.000    0.000 {sys.getdlopenflags}
        1    0.000    0.000    0.000    0.000 {sys.getfilesystemencoding}
        4    0.000    0.000    0.000    0.000 {sys.setdlopenflags}
       11    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        5    0.000    0.000    0.000    0.000 {thread.get_ident}
        1    0.000    0.000    0.000    0.000 {time.time}
      305    0.000    0.000    0.000    0.000 {torch._C._add_docstr}
        1    0.000    0.000    0.000    0.000 {torch._C._autograd_init}
        1    0.000    0.000    0.184    0.184 {torch._C._initExtension}
        1    0.000    0.000    0.000    0.000 {torch._C._set_default_tensor_type}
        1    0.000    0.000    0.000    0.000 {torch._C._sparse_init}
    12184    0.037    0.000    0.037    0.000 {torch._C.from_numpy}
        1    0.000    0.000    0.000    0.000 {zip}


